Deze csv werd beperkt tot 2000 resultaten.
Meer gegevens kunnen gevonden worden door de parameter 'pagina' toe te voegen aan de zoekstring.
 Eerste pagina: https://inventaris.onroerenderfgoed.be/aanduidingsobjecten.csv?per_pagina=2000&pagina=1
 Laatste pagina: https://inventaris.onroerenderfgoed.be/aanduidingsobjecten.csv?per_pagina=2000&pagina=76
 Volgende pagina: https://inventaris.onroerenderfgoed.be/aanduidingsobjecten.csv?per_pagina=2000&pagina=2
id,type,naam,locatie,provincie,gemeente,deelgemeente,nummers,stijl,typologie,context,materiaal,plantensoort,datering,gga_motivatie,personen,gebeurtenissen,themas,geldig vanaf,geldig tot,geldigheid opmerkingen,besluiten,dataverantwoordelijke,toelatingsplichtige handelingen
128456,Vastgesteld bouwkundig erfgoed,Boswachterswoning,Urselseweg 144 (Aalter),Oost-Vlaanderen,Aalter,Ursel,,,boswachterswoningen,,,,interbellum,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
96396,Vastgesteld bouwkundig erfgoed,Boerenhuis,Vaanders 2 (Aalter),Oost-Vlaanderen,Aalter,Aalter,,,boerenwoningen,,,,derde kwart 19de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128459,Vastgesteld bouwkundig erfgoed,Dorpswoningen,Vaart-Noord 10 (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,dorpswoningen,,,,19de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
58222,Vastgesteld bouwkundig erfgoed,Dorpswoningen en café,"Vaart-Noord 10-11, 12 (Aalter)",Oost-Vlaanderen,Aalter,Bellem,,,"cafés, dorpswoningen",,,,19de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
90525,Vastgesteld bouwkundig erfgoed,Herenhuis,Vaart-Noord 15 (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,herenhuizen,,,,19de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128460,Vastgesteld bouwkundig erfgoed,Herenhuis,Vaart-Noord 15 (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,herenhuizen,,,,19de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
81217,Vastgesteld bouwkundig erfgoed,Herenhuis,Vaart-Zuid 19 (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,herenhuizen,,,,derde kwart 19de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128461,Vastgesteld bouwkundig erfgoed,Burgerhuis,Vaart-Zuid 19 (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,burgerhuizen,,,,derde kwart 19de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
75907,Vastgesteld bouwkundig erfgoed,Hoeve,Veldkruisstraat 1 (Aalter),Oost-Vlaanderen,Aalter,Ursel,,,"boerenwoningen, hoeven, stallen",,,,18de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
84438,Vastgesteld bouwkundig erfgoed,Hoeve met losse bestanddelen,Veldkruisstraat 2 (Aalter),Oost-Vlaanderen,Aalter,Ursel,,,"boerenwoningen, hoeven met losse bestanddelen, schuren",,,,"eerste helft 20ste eeuw, tweede helft 19de eeuw",,,"Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2010-09-30,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128462,Vastgesteld bouwkundig erfgoed,Hoeve met losse bestanddelen,Veldkruisstraat 2 (Aalter),Oost-Vlaanderen,Aalter,Ursel,,,"boerenwoningen, hoeven met losse bestanddelen, schuren",,,,"eerste helft 20ste eeuw, tweede helft 19de eeuw",,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
93023,Vastgesteld bouwkundig erfgoed,Boerenwoning,Veldkruisstraat 5 (Aalter),Oost-Vlaanderen,Aalter,Ursel,,,"boerenwoningen, boomgaarden, hoeven, schuren",,,,18de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128463,Vastgesteld bouwkundig erfgoed,Witte Huys,Veldstraat 16 (Aalter),Oost-Vlaanderen,Aalter,Knesselare,,rococo,herenhuizen,,,,derde kwart 18de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
128464,Vastgesteld bouwkundig erfgoed,Twee dorpswoningen,Veldstraat 17-19 (Aalter),Oost-Vlaanderen,Aalter,Knesselare,,,dorpswoningen,,,,19de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
59927,Vastgesteld bouwkundig erfgoed,Dorpswoningen,Veldstraat 17-19 (Aalter),Oost-Vlaanderen,Aalter,Knesselare,,,dorpswoningen,,,,19de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
10843,Beschermd monument,Herenhuis Witte Huys,Veldstraat 18 (Aalter),Oost-Vlaanderen,Aalter,Knesselare,"4.001/44029/102.1, 4.01/44029/116.1",rococo,herenhuizen,,,,derde kwart 18de eeuw,,,Project beschermingsdatabank 2013-2016,,2014-11-06,,,5549,Agentschap Onroerend Erfgoed,nee
64712,Vastgesteld bouwkundig erfgoed,Herenhuis Witte Huys,Veldstraat 18 (Aalter),Oost-Vlaanderen,Aalter,Knesselare,,rococo,herenhuizen,,,,derde kwart 18de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
64547,Vastgesteld bouwkundig erfgoed,Burgerhuis,Veldstraat 23 (Aalter),Oost-Vlaanderen,Aalter,Knesselare,,,burgerhuizen,,,,vierde kwart 19de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128465,Vastgesteld bouwkundig erfgoed,Burgerhuis,Veldstraat 23 (Aalter),Oost-Vlaanderen,Aalter,Knesselare,,,burgerhuizen,,,,vierde kwart 19de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
89742,Vastgesteld bouwkundig erfgoed,Herberg De Drie Linden,Veldstraat 31 (Aalter),Oost-Vlaanderen,Aalter,Knesselare,,,herbergen,,,,18de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128466,Vastgesteld bouwkundig erfgoed,Herberg De Drie Linden,Veldstraat 31 (Aalter),Oost-Vlaanderen,Aalter,Knesselare,,,herbergen,,,,18de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
79653,Vastgesteld bouwkundig erfgoed,Winkel-woonhuis gedateerd 1903,Veldstraat 6 (Aalter),Oost-Vlaanderen,Aalter,Knesselare,,,winkels,,,,voor WO I,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128467,Vastgesteld bouwkundig erfgoed,Winkel-woonhuis gedateerd 1903,Veldstraat 6 (Aalter),Oost-Vlaanderen,Aalter,Knesselare,,,"burgerhuizen, winkels",,,,voor WO I,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
62779,Vastgesteld bouwkundig erfgoed,Woon- en winkelhuis,Veldstraat 8-10 (Aalter),Oost-Vlaanderen,Aalter,Knesselare,,,winkels,,,,"vierde kwart 19de eeuw, voor WO I",,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
96219,Vastgesteld bouwkundig erfgoed,Burgerhuis,Veldstraat 9 (Aalter),Oost-Vlaanderen,Aalter,Knesselare,,,burgerhuizen,,,,"vierde kwart 19de eeuw, voor WO I",,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128468,Vastgesteld bouwkundig erfgoed,Burgerhuis,Veldstraat 9 (Aalter),Oost-Vlaanderen,Aalter,Knesselare,,,burgerhuizen,,,,"vierde kwart 19de eeuw, voor WO I",,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
96795,Vastgesteld bouwkundig erfgoed,Goed ter Venne,"Venakker 71, 71A (Aalter)",Oost-Vlaanderen,Aalter,Aalter,,,"hoeven, stallen",,,,"na WO II, vierde kwart 19de eeuw",,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
63634,Vastgesteld bouwkundig erfgoed,Boerenarbeiderswoning met bakhuis en schuur,Vijfringenstraat 6 (Aalter),Oost-Vlaanderen,Aalter,Aalter,,,"bakhuizen, boerenarbeiderswoningen, schuren",,,,eerste kwart 19de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128469,Vastgesteld bouwkundig erfgoed,Boerenarbeiderswoning,Vijfringenstraat 6 (Aalter),Oost-Vlaanderen,Aalter,Aalter,,,"bakhuizen, boerenarbeiderswoningen, schuren",,,,eerste kwart 19de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
90891,Vastgesteld bouwkundig erfgoed,Boerenarbeidershuis,Vinktsestraat 1 (Aalter),Oost-Vlaanderen,Aalter,Poeke,,,boerenarbeiderswoningen,,,,19de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
76597,Vastgesteld bouwkundig erfgoed,Goed te Hoolbeke,Vinktsestraat 15 (Aalter),Oost-Vlaanderen,Aalter,Poeke,,,"boerenwoningen, hoeven met losse bestanddelen, schuren",,,,"19de eeuw, eerste helft 20ste eeuw",,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128470,Vastgesteld bouwkundig erfgoed,Goed te Hoolbeke,Vinktsestraat 15 (Aalter),Oost-Vlaanderen,Aalter,Poeke,,,"boerenwoningen, hoeven met losse bestanddelen, schuren",,,,"19de eeuw, eerste helft 20ste eeuw",,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
90075,Vastgesteld bouwkundig erfgoed,Hoeve Vette Wee,Vinktsestraat 19 (Aalter),Oost-Vlaanderen,Aalter,Poeke,,,"boerenwoningen, hoeven met losse bestanddelen, schuren, wagenhuizen",,,,derde kwart 18de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
62856,Vastgesteld bouwkundig erfgoed,Kapel Vrekkemkapel,Vrekkemstraat (Aalter),Oost-Vlaanderen,Aalter,Ursel,,barok,betreedbare kapellen (klein erfgoed),,,,17de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
79739,Vastgesteld bouwkundig erfgoed,Vrekkemkruis,Vrekkemstraat (Aalter),Oost-Vlaanderen,Aalter,Ursel,,,wegkruisen,,,,,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128473,Vastgesteld bouwkundig erfgoed,Vrekkemkruis,Vrekkemstraat (Aalter),Oost-Vlaanderen,Aalter,Ursel,,,wegkruisen,,,,,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
128474,Vastgesteld bouwkundig erfgoed,Vrekkemkapel,Vrekkemstraat (Aalter),Oost-Vlaanderen,Aalter,Ursel,,barok,betreedbare kapellen (klein erfgoed),,,,17de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
52222,Vastgesteld bouwkundig erfgoed,Burgerhuis,Vrekkemstraat 21 (Aalter),Oost-Vlaanderen,Aalter,Ursel,,,"burgerhuizen, opslagplaatsen",,,,"vierde kwart 19de eeuw, voor WO I",,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128471,Vastgesteld bouwkundig erfgoed,Burgerhuis en voormalig kolenmagazijn,Vrekkemstraat 21 (Aalter),Oost-Vlaanderen,Aalter,Ursel,,,"burgerhuizen, opslagplaatsen",,,,"vierde kwart 19de eeuw, voor WO I",,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
52686,Vastgesteld bouwkundig erfgoed,Hoevegebouwen,Vrekkemstraat 86 (Aalter),Oost-Vlaanderen,Aalter,Ursel,,vakwerkbouw,"bakhuizen, boerenwoningen, boomgaarden, hoeven, schuren, stallen",,,,17de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128472,Vastgesteld bouwkundig erfgoed,Hoeve,Vrekkemstraat 86 (Aalter),Oost-Vlaanderen,Aalter,Ursel,,vakwerkbouw,"bakhuizen, boerenwoningen, boomgaarden, hoeven, schuren, stallen",,,,17de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
82500,Vastgesteld bouwkundig erfgoed,Kasteeltje,Waggebrug 2 (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,landhuizen,,,,na WO II,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128475,Vastgesteld bouwkundig erfgoed,Kasteeltje,Waggebrug 2 (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,landhuizen,,,,na WO II,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
128476,Vastgesteld bouwkundig erfgoed,Tweegezinswoning met stallen,Waggebrug 4-6 (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,"boerenwoningen, stallen",,,,19de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
94771,Vastgesteld bouwkundig erfgoed,Tweegezinswoning met stallen,Waggebrug 4-6 (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,"boerenwoningen, stallen",,,,19de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
87985,Vastgesteld bouwkundig erfgoed,Hoeve losstaande bestanddelen,Waggebrug 5 (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,"boerenwoningen, boomgaarden, hoeven met losse bestanddelen, schuren",,,,tweede kwart 18de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
89744,Vastgesteld bouwkundig erfgoed,Woestijnegoed,Watermolenstraat 2-4 (Aalter),Oost-Vlaanderen,Aalter,Aalter,,,"bakhuizen, boerenwoningen, gevelniskapellen, hoeven met losse bestanddelen, wagenhuizen",,,,"20ste eeuw, tweede helft 19de eeuw",,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128477,Vastgesteld bouwkundig erfgoed,Woestijnegoed,Watermolenstraat 2-4 (Aalter),Oost-Vlaanderen,Aalter,Aalter,,,"bakhuizen, boerenwoningen, gevelniskapellen, hoeven met losse bestanddelen, schuren, stallen",,,,vierde kwart 19de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
7983,Beschermd monument,Windmolen De Teerlingmolen,Weibroekdreef (Aalter),Oost-Vlaanderen,Aalter,Aalter,"4.01/44001/113.1, DO002270, OO003138",,windmolens,,,,vierde kwart 18de eeuw,,,Project beschermingsdatabank 2013-2016,,2004-06-22,,,4293,Agentschap Onroerend Erfgoed,nee
73596,Vastgesteld bouwkundig erfgoed,Kapel Heilige Theresia van het Kind Jezus,Weibroekdreef (Aalter),Oost-Vlaanderen,Aalter,Aalter,,,betreedbare kapellen (klein erfgoed),,,,interbellum,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128478,Vastgesteld bouwkundig erfgoed,Kapel Heilige Theresia van het Kind Jezus,Weibroekdreef (Aalter),Oost-Vlaanderen,Aalter,Aalter,,,betreedbare kapellen (klein erfgoed),,,,interbellum,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
128479,Vastgesteld bouwkundig erfgoed,Romp van de Teerlingmolen,Weibroekdreef (Aalter),Oost-Vlaanderen,Aalter,Aalter,,,windmolens,,,,"derde kwart 19de eeuw, vierde kwart 19de eeuw",,Cocquyt August (Ontwerper),Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
93587,Vastgesteld bouwkundig erfgoed,Boerenarbeiderswoning,Weitingstraat 26 (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,"boerenarbeiderswoningen, waterpompen",,,,tweede kwart 19de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
59456,Vastgesteld bouwkundig erfgoed,Boerenwoning,Weitingstraat 8 (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,boerenwoningen,,,,tweede kwart 19de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
